version,method,interview_id,section_id,section_title,score,rank
mwe,bm25,I00005,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,503.30586907596006,1
mwe,bm25,I00005,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,480.85733768656,2
mwe,bm25,I00005,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",425.4706677545251,3
mwe,bm25,I00005,S00073,Modalidades del trabajo forzoso,419.363236447975,4
mwe,bm25,I00005,S00140,Atacar los diálogos para la solución política,412.02448555061756,5
mwe,bm25,I00006,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,542.410092825875,1
mwe,bm25,I00006,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,530.4059420595254,2
mwe,bm25,I00006,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,487.4489006900528,3
mwe,bm25,I00006,S00073,Modalidades del trabajo forzoso,475.01680738300996,4
mwe,bm25,I00006,S00110,"«Si no pagábamos, prendían la motosierra»: extorsión",472.20918642083444,5
mwe,bm25,I00007,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,818.0813827906421,1
mwe,bm25,I00007,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,786.0426076196077,2
mwe,bm25,I00007,S00140,Atacar los diálogos para la solución política,757.7303592928339,3
mwe,bm25,I00007,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,740.3928383133823,4
mwe,bm25,I00007,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",723.8174072765189,5
mwe,bm25,I00008,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,448.21363627681825,1
mwe,bm25,I00008,S00026,Entre la indiferencia y la búsqueda,440.39230087548754,2
mwe,bm25,I00008,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,417.53824355102824,3
mwe,bm25,I00008,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,402.0707413183964,4
mwe,bm25,I00008,S00140,Atacar los diálogos para la solución política,395.7839944328038,5
mwe,bm25,I00009,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,363.35632884868295,1
mwe,bm25,I00009,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,362.4228037232275,2
mwe,bm25,I00009,S00073,Modalidades del trabajo forzoso,357.35782180889123,3
mwe,bm25,I00009,S00054,Las distintas violencias sexuales en el conflicto armado,335.5876808171729,4
mwe,bm25,I00009,S00110,"«Si no pagábamos, prendían la motosierra»: extorsión",331.0065821844214,5
mwe,bm25,I00010,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,370.25500984179314,1
mwe,bm25,I00010,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,368.8815142889855,2
mwe,bm25,I00010,S00073,Modalidades del trabajo forzoso,363.0032288415369,3
mwe,bm25,I00010,S00054,Las distintas violencias sexuales en el conflicto armado,351.6589526641667,4
mwe,bm25,I00010,S00026,Entre la indiferencia y la búsqueda,337.719192830607,5
mwe,bm25,I00011,S00140,Atacar los diálogos para la solución política,586.9626976043579,1
mwe,bm25,I00011,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,570.1446054010115,2
mwe,bm25,I00011,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,557.6580527585596,3
mwe,bm25,I00011,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,542.704659446412,4
mwe,bm25,I00011,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",541.5645700191214,5
mwe,bm25,I00012,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,277.6053633611229,1
mwe,bm25,I00012,S00026,Entre la indiferencia y la búsqueda,268.9363751010201,2
mwe,bm25,I00012,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,250.52026110857773,3
mwe,bm25,I00012,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,248.43290402931507,4
mwe,bm25,I00012,S00140,Atacar los diálogos para la solución política,237.70879053046085,5
mwe,bm25,I00013,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,422.3857898466715,1
mwe,bm25,I00013,S00073,Modalidades del trabajo forzoso,417.72969794588874,2
mwe,bm25,I00013,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,408.7812480021279,3
mwe,bm25,I00013,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",370.172928061231,4
mwe,bm25,I00013,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,367.3533466929725,5
mwe,bm25,I00014,S00026,Entre la indiferencia y la búsqueda,404.23456196943926,1
mwe,bm25,I00014,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,347.7047902792176,2
mwe,bm25,I00014,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,330.4750064613304,3
mwe,bm25,I00014,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,323.5610937685047,4
mwe,bm25,I00014,S00140,Atacar los diálogos para la solución política,321.2862777932205,5
mwe,bm25,I00015,S00054,Las distintas violencias sexuales en el conflicto armado,283.26432207622275,1
mwe,bm25,I00015,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,279.3334617057274,2
mwe,bm25,I00015,S00073,Modalidades del trabajo forzoso,278.7155111521359,3
mwe,bm25,I00015,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,272.3295842627888,4
mwe,bm25,I00015,S00026,Entre la indiferencia y la búsqueda,267.17493353486566,5
mwe,bm25,I00016,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,277.3326898624463,1
mwe,bm25,I00016,S00073,Modalidades del trabajo forzoso,272.0363611790165,2
mwe,bm25,I00016,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",247.7197266493478,3
mwe,bm25,I00016,S00052,Las secuelas,247.71836946035017,4
mwe,bm25,I00016,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,244.01082250080754,5
mwe,bm25,I00017,S00073,Modalidades del trabajo forzoso,451.2547061987918,1
mwe,bm25,I00017,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,400.6449106310857,2
mwe,bm25,I00017,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,391.7583286920908,3
mwe,bm25,I00017,S00026,Entre la indiferencia y la búsqueda,387.08336670980646,4
mwe,bm25,I00017,S00122,La imposición del control social de la población civil por el paramilitarismo,374.92765993098124,5
mwe,bm25,I00018,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,346.77372896062377,1
mwe,bm25,I00018,S00132,En el pasado también perseguían el pensamiento y la acción política alternativa,322.54105843560734,2
mwe,bm25,I00018,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,306.9290075973713,3
mwe,bm25,I00018,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",301.13552638681756,4
mwe,bm25,I00018,S00026,Entre la indiferencia y la búsqueda,295.2363477098323,5
mwe,bm25,I00019,S00073,Modalidades del trabajo forzoso,232.8362608831432,1
mwe,bm25,I00019,S00026,Entre la indiferencia y la búsqueda,231.5147114353819,2
mwe,bm25,I00019,S00052,Las secuelas,218.2306114340206,3
mwe,bm25,I00019,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,217.0931169250123,4
mwe,bm25,I00019,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,210.53248172238366,5
mwe,bm25,I00020,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,185.30968865341333,1
mwe,bm25,I00020,S00073,Modalidades del trabajo forzoso,184.84552341239396,2
mwe,bm25,I00020,S00054,Las distintas violencias sexuales en el conflicto armado,181.50789343141355,3
mwe,bm25,I00020,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,181.00920086863158,4
mwe,bm25,I00020,S00122,La imposición del control social de la población civil por el paramilitarismo,180.17673481146454,5
mwe,bm25,I00021,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,342.32021906514257,1
mwe,bm25,I00021,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,341.1591976948123,2
mwe,bm25,I00021,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,339.34740196049717,3
mwe,bm25,I00021,S00122,La imposición del control social de la población civil por el paramilitarismo,335.87208426584647,4
mwe,bm25,I00021,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",326.29845262413454,5
mwe,bm25,I00022,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,296.98982674373093,1
mwe,bm25,I00022,S00026,Entre la indiferencia y la búsqueda,271.309626316215,2
mwe,bm25,I00022,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",261.10039360974787,3
mwe,bm25,I00022,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,257.132579648515,4
mwe,bm25,I00022,S00052,Las secuelas,251.55979531850446,5
mwe,bm25,I00023,S00073,Modalidades del trabajo forzoso,182.8205765105911,1
mwe,bm25,I00023,S00054,Las distintas violencias sexuales en el conflicto armado,175.92227487497792,2
mwe,bm25,I00023,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,171.44984824872935,3
mwe,bm25,I00023,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,162.03003452934212,4
mwe,bm25,I00023,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",159.2866343390635,5
mwe,bm25,I00024,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,392.0195914282131,1
mwe,bm25,I00024,S00073,Modalidades del trabajo forzoso,375.8258625657759,2
mwe,bm25,I00024,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,360.24291406061445,3
mwe,bm25,I00024,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,352.17641952838716,4
mwe,bm25,I00024,S00054,Las distintas violencias sexuales en el conflicto armado,341.36782848862794,5
mwe,bm25,I00025,S00073,Modalidades del trabajo forzoso,311.2749043743118,1
mwe,bm25,I00025,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,303.3931999418066,2
mwe,bm25,I00025,S00054,Las distintas violencias sexuales en el conflicto armado,300.1052691651317,3
mwe,bm25,I00025,S00122,La imposición del control social de la población civil por el paramilitarismo,296.4221043187724,4
mwe,bm25,I00025,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,277.3795383498818,5
mwe,bm25,I00026,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,360.62709374661495,1
mwe,bm25,I00026,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,351.2661876427772,2
mwe,bm25,I00026,S00119,El orden y la disciplina interna de los grupos armados,343.86446713880565,3
mwe,bm25,I00026,S00122,La imposición del control social de la población civil por el paramilitarismo,337.6322038179771,4
mwe,bm25,I00026,S00073,Modalidades del trabajo forzoso,335.92693710178287,5
mwe,bm25,I00027,S00073,Modalidades del trabajo forzoso,348.5026639472101,1
mwe,bm25,I00027,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,341.34145149591257,2
mwe,bm25,I00027,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,330.7279994470456,3
mwe,bm25,I00027,S00122,La imposición del control social de la población civil por el paramilitarismo,315.0994357923695,4
mwe,bm25,I00027,S00119,El orden y la disciplina interna de los grupos armados,309.46220950790524,5
mwe,bm25,I00028,S00073,Modalidades del trabajo forzoso,326.12650479063245,1
mwe,bm25,I00028,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,298.45235244711364,2
mwe,bm25,I00028,S00119,El orden y la disciplina interna de los grupos armados,285.25615724485607,3
mwe,bm25,I00028,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,282.21296791967046,4
mwe,bm25,I00028,S00047,Las finalidades de la tortura,281.55413458241094,5
mwe,bm25,I00029,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,177.26631982519396,1
mwe,bm25,I00029,S00026,Entre la indiferencia y la búsqueda,150.84568826445022,2
mwe,bm25,I00029,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,149.63712115880972,3
mwe,bm25,I00029,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",147.6523877143617,4
mwe,bm25,I00029,S00019,Uso de explosivos con efectos indiscriminados,144.1916167300284,5
mwe,bm25,I00030,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,240.5229467072751,1
mwe,bm25,I00030,S00073,Modalidades del trabajo forzoso,239.00318471173242,2
mwe,bm25,I00030,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,238.4582690423134,3
mwe,bm25,I00030,S00119,El orden y la disciplina interna de los grupos armados,236.51859067413284,4
mwe,bm25,I00030,S00054,Las distintas violencias sexuales en el conflicto armado,231.09669634686307,5
mwe,bm25,I00031,S00073,Modalidades del trabajo forzoso,424.1989330227006,1
mwe,bm25,I00031,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,387.9805098577301,2
mwe,bm25,I00031,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,374.91834170839815,3
mwe,bm25,I00031,S00122,La imposición del control social de la población civil por el paramilitarismo,366.87845953551874,4
mwe,bm25,I00031,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",357.41474209713454,5
mwe,bm25,I00032,S00073,Modalidades del trabajo forzoso,120.83718006228733,1
mwe,bm25,I00032,S00054,Las distintas violencias sexuales en el conflicto armado,108.92769727630223,2
mwe,bm25,I00032,S00052,Las secuelas,106.80178942589377,3
mwe,bm25,I00032,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,106.16261645642192,4
mwe,bm25,I00032,S00026,Entre la indiferencia y la búsqueda,105.45402783409926,5
mwe,bm25,I00033,S00047,Las finalidades de la tortura,277.8332831620629,1
mwe,bm25,I00033,S00073,Modalidades del trabajo forzoso,276.9087948304488,2
mwe,bm25,I00033,S00054,Las distintas violencias sexuales en el conflicto armado,267.26079568176436,3
mwe,bm25,I00033,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,266.2953845992319,4
mwe,bm25,I00033,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,257.1478572646727,5
mwe,bm25,I00034,S00054,Las distintas violencias sexuales en el conflicto armado,385.536230703995,1
mwe,bm25,I00034,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,346.8441814763009,2
mwe,bm25,I00034,S00026,Entre la indiferencia y la búsqueda,339.05278797911876,3
mwe,bm25,I00034,S00073,Modalidades del trabajo forzoso,329.35002529774454,4
mwe,bm25,I00034,S00122,La imposición del control social de la población civil por el paramilitarismo,322.353370687942,5
mwe,bm25,I00035,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,445.4547525500567,1
mwe,bm25,I00035,S00019,Uso de explosivos con efectos indiscriminados,388.8119788360856,2
mwe,bm25,I00035,S00073,Modalidades del trabajo forzoso,382.88255528442767,3
mwe,bm25,I00035,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,378.8162211957483,4
mwe,bm25,I00035,S00140,Atacar los diálogos para la solución política,365.2446347518777,5
mwe,bm25,I00036,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,413.2719871722359,1
mwe,bm25,I00036,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,402.3734240020017,2
mwe,bm25,I00036,S00119,El orden y la disciplina interna de los grupos armados,380.00061072767676,3
mwe,bm25,I00036,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",372.7523538491054,4
mwe,bm25,I00036,S00073,Modalidades del trabajo forzoso,372.2188338686849,5
mwe,bm25,I00037,S00073,Modalidades del trabajo forzoso,314.4920482573359,1
mwe,bm25,I00037,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,314.48464612852496,2
mwe,bm25,I00037,S00122,La imposición del control social de la población civil por el paramilitarismo,287.45051702232627,3
mwe,bm25,I00037,S00054,Las distintas violencias sexuales en el conflicto armado,284.9602297401979,4
mwe,bm25,I00037,S00119,El orden y la disciplina interna de los grupos armados,282.82761029183973,5
mwe,bm25,I00038,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,177.88704513773064,1
mwe,bm25,I00038,S00146,La desmoralización como arma de lucha entre los grupos armados,166.04124752595328,2
mwe,bm25,I00038,S00073,Modalidades del trabajo forzoso,164.98414330588005,3
mwe,bm25,I00038,S00119,El orden y la disciplina interna de los grupos armados,163.1951648948526,4
mwe,bm25,I00038,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",163.02670296364465,5
mwe,bm25,I00039,S00054,Las distintas violencias sexuales en el conflicto armado,341.8101591647717,1
mwe,bm25,I00039,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,334.0766993903655,2
mwe,bm25,I00039,S00073,Modalidades del trabajo forzoso,331.3430468825982,3
mwe,bm25,I00039,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,314.1687019000494,4
mwe,bm25,I00039,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",308.8658808217362,5
mwe,bm25,I00040,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,224.2530015447619,1
mwe,bm25,I00040,S00073,Modalidades del trabajo forzoso,193.60147228656277,2
mwe,bm25,I00040,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,193.03546249042046,3
mwe,bm25,I00040,S00026,Entre la indiferencia y la búsqueda,190.21601304172611,4
mwe,bm25,I00040,S00171,«Esto no puede estar pasando»: sobre las violaciones de derechos humanos e infracciones al DIH,188.7699156639051,5
mwe,bm25,I00041,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,480.3839890545233,1
mwe,bm25,I00041,S00122,La imposición del control social de la población civil por el paramilitarismo,456.39946527873985,2
mwe,bm25,I00041,S00073,Modalidades del trabajo forzoso,450.17750040031603,3
mwe,bm25,I00041,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",449.9298264929858,4
mwe,bm25,I00041,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,437.7539533969284,5
mwe,bm25,I00042,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,379.88119520925693,1
mwe,bm25,I00042,S00073,Modalidades del trabajo forzoso,366.8745889808737,2
mwe,bm25,I00042,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,325.65041910195436,3
mwe,bm25,I00042,S00054,Las distintas violencias sexuales en el conflicto armado,323.38314161741687,4
mwe,bm25,I00042,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",322.924168957196,5
mwe,bm25,I00043,S00073,Modalidades del trabajo forzoso,619.2752741238406,1
mwe,bm25,I00043,S00054,Las distintas violencias sexuales en el conflicto armado,610.7396964737276,2
mwe,bm25,I00043,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,588.5105712778634,3
mwe,bm25,I00043,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,549.9015550903837,4
mwe,bm25,I00043,S00119,El orden y la disciplina interna de los grupos armados,543.7871466902859,5
mwe,bm25,I00044,S00073,Modalidades del trabajo forzoso,347.9454574612266,1
mwe,bm25,I00044,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,334.25731595188796,2
mwe,bm25,I00044,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,318.322742148075,3
mwe,bm25,I00044,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",297.9412763775148,4
mwe,bm25,I00044,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",296.09889771164734,5
mwe,bm25,I00045,S00073,Modalidades del trabajo forzoso,279.7415991002638,1
mwe,bm25,I00045,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,259.5105460320514,2
mwe,bm25,I00045,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,256.40301196476315,3
mwe,bm25,I00045,S00083,Una responsabilidad difusa y oculta,240.20542542016844,4
mwe,bm25,I00045,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,239.14088181212622,5
mwe,bm25,I00046,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,334.82366366385594,1
mwe,bm25,I00046,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",313.8603563544457,2
mwe,bm25,I00046,S00073,Modalidades del trabajo forzoso,303.2053229353327,3
mwe,bm25,I00046,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,299.6844851042871,4
mwe,bm25,I00046,S00047,Las finalidades de la tortura,289.9276409339078,5
mwe,bm25,I00047,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",243.5186268054571,1
mwe,bm25,I00047,S00073,Modalidades del trabajo forzoso,240.50328453014046,2
mwe,bm25,I00047,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,240.28708431794544,3
mwe,bm25,I00047,S00122,La imposición del control social de la población civil por el paramilitarismo,239.92584091671972,4
mwe,bm25,I00047,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,235.39213766198915,5
mwe,bm25,I00048,S00073,Modalidades del trabajo forzoso,280.9088412754995,1
mwe,bm25,I00048,S00054,Las distintas violencias sexuales en el conflicto armado,239.79758821172078,2
mwe,bm25,I00048,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",218.35525662568332,3
mwe,bm25,I00048,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,213.89666582029542,4
mwe,bm25,I00048,S00047,Las finalidades de la tortura,213.8765361719079,5
mwe,bm25,I00049,S00014,"Las masacres como pérdida colectiva: «Todos los días había sepelios, había entierros, muertos, porque el actuar fue tremendo»",1120.3932127321316,1
mwe,bm25,I00049,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,1107.892133906663,2
mwe,bm25,I00049,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,1088.6176812769493,3
mwe,bm25,I00049,S00073,Modalidades del trabajo forzoso,1068.8677187425155,4
mwe,bm25,I00049,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,1040.4030740478863,5
mwe,bm25,I00050,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,137.74051528704572,1
mwe,bm25,I00050,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,130.14237125665727,2
mwe,bm25,I00050,S00073,Modalidades del trabajo forzoso,126.68096841435904,3
mwe,bm25,I00050,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,126.57867032690213,4
mwe,bm25,I00050,S00122,La imposición del control social de la población civil por el paramilitarismo,121.9968293032506,5
mwe,bm25,I00051,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,280.0097333908961,1
mwe,bm25,I00051,S00073,Modalidades del trabajo forzoso,276.0339683326628,2
mwe,bm25,I00051,S00060,"Prácticas para reclutar a los niños, niñas y adolescentes",265.92941319396016,3
mwe,bm25,I00051,S00047,Las finalidades de la tortura,264.701365918418,4
mwe,bm25,I00051,S00142,"Maniobras para abrir, obstaculizar o romper los procesos de diálogo",251.1951076879598,5
mwe,bm25,I00052,S00073,Modalidades del trabajo forzoso,226.0223543482962,1
mwe,bm25,I00052,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,211.13337258233204,2
mwe,bm25,I00052,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,199.85930061372775,3
mwe,bm25,I00052,S00054,Las distintas violencias sexuales en el conflicto armado,196.85895307769343,4
mwe,bm25,I00052,S00052,Las secuelas,186.49491268907192,5
mwe,bm25,I00053,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,698.8984526808449,1
mwe,bm25,I00053,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,665.8268844358198,2
mwe,bm25,I00053,S00140,Atacar los diálogos para la solución política,648.8477060289725,3
mwe,bm25,I00053,S00122,La imposición del control social de la población civil por el paramilitarismo,637.5170395350834,4
mwe,bm25,I00053,S00073,Modalidades del trabajo forzoso,620.1430735288029,5
mwe,bm25,I00054,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,811.7647949903532,1
mwe,bm25,I00054,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,808.020081308455,2
mwe,bm25,I00054,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,794.8932987622586,3
mwe,bm25,I00054,S00122,La imposición del control social de la población civil por el paramilitarismo,790.2459519673281,4
mwe,bm25,I00054,S00144,El avance de los grupos armados,774.9905440273955,5
mwe,bm25,I00055,S00016,«Un privilegio seguir vivos»: atentados al derecho a la vida,741.0065942788672,1
mwe,bm25,I00055,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,716.1943924532046,2
mwe,bm25,I00055,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,706.8671152298743,3
mwe,bm25,I00055,S00140,Atacar los diálogos para la solución política,688.2333455442111,4
mwe,bm25,I00055,S00119,El orden y la disciplina interna de los grupos armados,682.9359638162575,5
mwe,bm25,I00056,S00115,Financiar la guerra y la sostenibilidad material de los grupos armados,1000.0052503244056,1
mwe,bm25,I00056,S00015,Asesinatos selectivos en el conflicto armado: las víctimas incómodas,924.4258199216002,2
mwe,bm25,I00056,S00140,Atacar los diálogos para la solución política,919.1094130171866,3
